assessment_id,customer_id,course_id,completion_rate,rating,completion_date
A002489,U0486,C006,0.96,4.5,2023-10-01
A002490,U0486,C003,1.0,5.0,2023-08-29
A002491,U0486,C010,0.99,4.0,2024-03-02
A002492,U0486,C001,1.0,,2024-04-05
A002493,U0486,C011,1.0,4.5,2024-05-28
A002494,U0486,C015,1.0,4.0,2024-12-18
A002495,U0486,C009,0.99,5.0,2024-12-11
A002496,U0487,C011,0.47,3.5,
A002497,U0487,C015,0.98,,2023-07-05
A002498,U0487,C002,0.55,4.5,
A002499,U0487,C014,0.85,4.5,2024-11-30
A002500,U0487,C004,0.87,2.5,2024-11-24
A002501,U0488,C005,0.77,3.5,2024-03-15
A002502,U0488,C001,0.91,,2024-05-19
A002503,U0488,C007,1.0,3.0,2024-06-12
A002504,U0488,C003,0.58,,
A002505,U0488,C015,0.81,,
A002506,U0489,C003,0.58,4.5,
A002507,U0489,C008,0.26,,
A002508,U0490,C013,1.0,3.5,2024-01-07
A002509,U0490,C006,0.22,3.5,
A002510,U0490,C007,0.68,3.5,
A002511,U0490,C009,0.87,,
A002512,U0490,C004,0.63,3.5,
A002513,U0491,C005,0.72,3.5,2023-12-04
A002514,U0491,C001,1.0,4.0,2023-11-14
A002515,U0491,C004,0.28,3.0,
A002516,U0491,C011,1.0,3.5,2024-01-27
A002517,U0491,C003,1.0,,2024-07-22
A002518,U0492,C014,0.7,,2023-10-18
A002519,U0492,C004,0.34,4.5,
A002520,U0492,C008,0.82,2.5,2024-07-13
A002521,U0492,C007,1.0,4.0,2024-07-11
A002522,U0492,C010,0.97,4.0,2024-05-21
A002523,U0492,C009,0.92,3.5,2024-12-31
A002524,U0493,C003,1.0,4.0,2023-07-21
A002525,U0493,C011,0.25,3.5,
A002526,U0493,C010,0.96,4.0,2024-06-19
A002527,U0493,C001,1.0,3.5,2024-03-29
A002528,U0493,C007,0.92,3.5,2024-09-22
A002529,U0494,C014,0.0,,
A002530,U0494,C005,0.38,2.5,
A002531,U0494,C013,0.87,3.0,
A002532,U0494,C010,0.27,3.5,
A002533,U0494,C003,0.9,,2024-04-26
A002534,U0494,C009,0.88,,
A002535,U0494,C001,0.62,4.5,
A002536,U0494,C002,0.91,2.5,2024-10-26
A002537,U0495,C008,0.7,4.0,2023-02-14
A002538,U0495,C013,0.24,4.5,
A002539,U0495,C001,0.94,,2023-06-12
A002540,U0495,C004,0.89,4.5,2023-11-03
A002541,U0495,C003,0.99,5.0,2024-01-13
A002542,U0495,C006,1.0,5.0,2024-01-17
A002543,U0495,C012,0.93,5.0,2023-12-06
A002544,U0495,C010,1.0,,2024-05-12
A002545,U0495,C002,0.82,4.5,2024-05-13
A002546,U0495,C014,0.77,,2024-10-28
A002547,U0495,C015,0.7,5.0,
A002548,U0495,C011,1.0,,2024-12-07
A002549,U0496,C003,0.55,4.0,
A002550,U0496,C014,0.84,,2023-06-21
A002551,U0497,C012,0.41,,
A002552,U0497,C014,0.79,3.0,2024-06-23
A002553,U0497,C002,0.87,,2024-06-21
A002554,U0497,C008,0.27,2.5,
A002555,U0497,C004,0.48,3.5,
A002556,U0497,C006,1.0,,2024-11-03
A002557,U0497,C011,0.54,3.0,
A002558,U0498,C002,0.79,,2022-12-10
A002559,U0498,C004,0.62,4.5,
A002560,U0498,C013,1.0,,2024-09-04
A002561,U0499,C007,0.8,3.0,
A002562,U0499,C005,0.75,,2024-12-26
A002563,U0500,C013,1.0,4.0,2023-09-05
A002564,U0500,C010,0.4,3.0,
A002565,U0500,C012,0.89,3.5,2024-01-04
A002566,U0500,C002,0.8,,2024-02-07
A002567,U0500,C009,1.0,5.0,2024-05-10
A002568,U0500,C011,0.99,4.0,2024-08-11
A002569,U0500,C014,0.74,4.0,2024-12-18
A002570,U0501,C012,0.99,4.0,2022-12-11
A002571,U0501,C004,0.79,3.5,
A002572,U0501,C014,0.85,3.0,2023-05-07
A002573,U0501,C010,0.89,4.0,2024-03-15
A002574,U0501,C001,1.0,,2024-05-03
A002575,U0501,C006,0.97,5.0,2024-09-11
A002576,U0501,C013,0.74,,
A002577,U0502,C014,0.47,4.0,
A002578,U0502,C015,0.95,3.5,2024-10-12
A002579,U0502,C006,0.21,4.5,
A002580,U0503,C009,1.0,4.0,2023-06-03
A002581,U0503,C001,0.94,3.0,2023-06-21
A002582,U0503,C004,0.6,3.5,
A002583,U0503,C007,0.1,3.5,
A002584,U0503,C011,0.18,4.5,
A002585,U0503,C015,0.28,,
A002586,U0503,C002,0.72,,
A002587,U0503,C012,0.23,,
A002588,U0504,C012,0.78,3.5,
A002589,U0504,C005,0.5,2.5,
A002590,U0504,C011,0.63,5.0,
A002591,U0504,C001,0.5,4.0,
A002592,U0504,C010,1.0,,2024-09-06
A002593,U0505,C008,0.04,2.0,
A002594,U0505,C010,0.95,2.5,2024-04-18
A002595,U0505,C001,0.84,,
A002596,U0506,C008,0.68,,2024-10-30
A002597,U0506,C005,0.38,4.0,
A002598,U0506,C012,0.92,5.0,2024-09-20
A002599,U0506,C013,1.0,5.0,2024-12-12
A002600,U0506,C003,1.0,,2024-11-15
A002601,U0506,C011,0.49,5.0,
A002602,U0506,C002,0.91,4.0,2024-12-25
A002603,U0506,C001,1.0,4.0,2024-12-19
A002604,U0506,C004,0.91,5.0,2024-12-29
A002605,U0506,C010,0.88,,2024-12-22
A002606,U0507,C003,1.0,,2023-08-31
A002607,U0507,C008,0.7,4.0,2024-01-27
A002608,U0507,C009,1.0,4.5,2023-09-24
A002609,U0507,C005,0.22,4.5,
A002610,U0507,C015,0.86,5.0,2024-12-31
A002611,U0508,C009,0.69,3.0,
A002612,U0509,C008,0.13,3.0,
A002613,U0509,C009,0.92,4.5,2023-07-21
A002614,U0509,C013,1.0,,2024-05-08
A002615,U0509,C011,0.96,,2024-12-14
A002616,U0510,C008,0.07,,
A002617,U0510,C001,0.67,4.0,
A002618,U0510,C010,0.59,,
A002619,U0510,C009,0.42,4.0,
A002620,U0510,C011,0.5,5.0,
A002621,U0510,C004,0.9,3.0,2024-10-20
A002622,U0511,C007,1.0,3.5,2024-11-11
A002623,U0511,C009,0.94,,2024-10-17
A002624,U0511,C015,0.66,3.5,
A002625,U0511,C013,1.0,,2024-11-24
A002626,U0511,C006,1.0,3.0,2024-12-27
A002627,U0511,C005,0.79,3.5,2024-12-14
A002628,U0512,C013,1.0,4.0,2024-06-23
A002629,U0512,C009,1.0,,2024-10-12
A002630,U0512,C012,1.0,,2024-06-22
A002631,U0512,C010,0.95,3.0,2024-07-10
A002632,U0513,C008,0.75,4.5,2024-11-29
A002633,U0513,C014,0.8,4.5,2024-11-19
A002634,U0513,C010,0.9,4.5,2024-12-15
A002635,U0513,C007,0.98,4.5,2024-12-09
A002636,U0513,C013,1.0,5.0,2024-12-17
A002637,U0513,C001,1.0,,2024-12-15
A002638,U0513,C005,0.49,5.0,
A002639,U0513,C003,0.97,4.0,2024-12-25
A002640,U0513,C006,1.0,4.5,2024-12-29
A002641,U0513,C002,0.56,4.5,
A002642,U0514,C003,0.95,4.0,2024-12-05
A002643,U0514,C012,0.93,4.5,2024-12-12
A002644,U0514,C010,1.0,4.0,2024-11-09
A002645,U0514,C008,0.71,,2024-12-10
A002646,U0515,C005,0.79,4.0,2024-05-02
A002647,U0515,C012,0.91,,2024-02-21
A002648,U0515,C013,1.0,,2024-06-14
A002649,U0515,C010,0.94,,2024-11-17
A002650,U0515,C003,0.9,,2024-11-11
A002651,U0516,C007,0.93,4.0,2023-04-19
A002652,U0516,C012,1.0,5.0,2023-07-17
A002653,U0517,C005,0.78,4.5,2023-12-13
A002654,U0517,C007,0.89,,2024-06-22
A002655,U0517,C006,0.94,,2024-10-24
A002656,U0517,C012,0.69,,
A002657,U0518,C015,0.08,4.5,
A002658,U0519,C012,1.0,4.0,2023-06-05
A002659,U0519,C008,0.27,4.0,
A002660,U0519,C009,0.3,,
A002661,U0519,C015,0.88,3.5,2024-03-22
A002662,U0519,C007,0.99,4.0,2024-09-22
A002663,U0519,C002,0.13,,
A002664,U0519,C010,0.22,,
A002665,U0520,C014,0.19,3.0,
A002666,U0520,C013,0.33,,
A002667,U0520,C011,0.96,,2024-01-16
A002668,U0520,C008,0.23,3.5,
A002669,U0520,C002,0.17,2.0,
A002670,U0521,C008,0.85,3.5,2024-04-02
A002671,U0521,C005,0.77,4.0,2024-06-02
A002672,U0521,C011,1.0,4.0,2024-07-01
A002673,U0521,C007,1.0,,2024-07-03
A002674,U0521,C009,0.9,4.5,2024-06-20
A002675,U0521,C002,0.81,5.0,2024-10-20
A002676,U0521,C006,0.29,5.0,
A002677,U0521,C015,0.84,,2024-12-03
A002678,U0522,C003,0.84,3.0,
A002679,U0522,C006,0.6,,
A002680,U0522,C007,0.59,,
A002681,U0522,C015,0.54,2.5,
A002682,U0522,C013,0.33,,
A002683,U0522,C001,0.46,,
A002684,U0522,C005,0.51,3.5,
A002685,U0522,C012,0.94,3.5,2024-05-18
A002686,U0522,C004,0.23,5.0,
A002687,U0522,C009,0.24,5.0,
A002688,U0523,C006,0.31,4.0,
A002689,U0523,C004,0.65,,
A002690,U0524,C015,0.86,4.0,2023-04-24
A002691,U0524,C014,0.77,4.0,2024-11-08
A002692,U0524,C007,0.87,4.5,
A002693,U0525,C011,1.0,,2023-10-16
A002694,U0525,C009,1.0,4.5,2024-02-27
A002695,U0525,C004,0.61,5.0,
A002696,U0525,C003,0.93,5.0,2023-12-23
A002697,U0525,C012,0.92,4.5,2024-03-16
A002698,U0525,C002,0.94,4.5,2024-07-13
A002699,U0525,C010,0.89,4.5,2024-08-09
A002700,U0525,C015,1.0,4.5,2024-11-20
A002701,U0525,C014,0.75,4.0,2024-12-23
A002702,U0525,C005,0.79,4.5,2024-12-01
A002703,U0525,C013,1.0,4.0,2024-12-16
A002704,U0526,C008,0.75,4.5,2024-03-23
A002705,U0526,C005,0.85,4.0,2024-08-24
A002706,U0526,C002,0.51,3.0,
A002707,U0526,C014,0.77,3.0,2024-12-18
A002708,U0527,C001,0.95,4.0,2024-04-05
A002709,U0527,C003,0.95,,2024-06-18
A002710,U0527,C011,1.0,,2024-11-05
A002711,U0527,C014,0.74,,2024-12-31
A002712,U0527,C002,0.85,3.0,2024-12-11
A002713,U0528,C004,0.19,,
A002714,U0528,C005,0.8,,2024-12-27
A002715,U0529,C002,0.41,4.0,
A002716,U0529,C012,0.9,4.5,2024-09-20
A002717,U0529,C010,0.98,,2024-10-02
A002718,U0529,C015,1.0,,2024-11-27
A002719,U0529,C009,0.99,3.0,2024-12-11
A002720,U0529,C006,1.0,4.0,2024-12-08
A002721,U0530,C015,0.07,3.0,
A002722,U0530,C013,1.0,4.0,2024-06-29
A002723,U0530,C008,0.72,3.5,2024-07-23
A002724,U0530,C004,0.87,,2024-08-17
A002725,U0530,C011,0.96,,2024-10-21
A002726,U0530,C009,0.76,4.5,
A002727,U0530,C014,0.79,3.5,2024-09-13
A002728,U0531,C010,0.95,3.5,2024-07-08
A002729,U0531,C015,1.0,,2024-11-02
A002730,U0531,C002,0.81,3.5,2024-10-25
A002731,U0531,C009,0.93,,2024-12-05
A002732,U0531,C011,0.62,,
A002733,U0531,C004,0.89,3.0,2024-12-29
A002734,U0532,C014,0.79,,2024-04-13
A002735,U0532,C004,0.48,3.0,
A002736,U0532,C001,0.36,3.0,
A002737,U0532,C008,0.37,,
A002738,U0532,C002,0.53,2.5,
A002739,U0532,C003,0.84,3.5,
A002740,U0532,C013,0.68,4.0,
A002741,U0533,C006,0.84,,
A002742,U0533,C003,0.99,4.5,2024-11-05
A002743,U0533,C009,0.76,3.5,
A002744,U0534,C002,0.54,4.5,
A002745,U0535,C013,0.95,3.5,
A002746,U0535,C009,0.27,,
A002747,U0535,C001,1.0,5.0,2024-08-22
A002748,U0535,C012,0.26,3.5,
A002749,U0535,C011,1.0,4.5,2024-11-23
A002750,U0536,C010,0.48,3.0,
A002751,U0536,C007,0.97,3.5,2024-11-14
A002752,U0536,C004,0.99,4.0,2024-12-25
A002753,U0537,C001,0.4,4.0,
A002754,U0537,C011,1.0,3.5,2024-10-03
A002755,U0537,C005,0.34,,
A002756,U0538,C005,0.09,4.0,
A002757,U0538,C012,1.0,4.0,2024-04-16
A002758,U0538,C004,1.0,4.0,2024-08-09
A002759,U0538,C001,0.95,,2024-09-26
A002760,U0539,C004,0.51,4.0,
A002761,U0539,C010,0.18,3.0,
A002762,U0539,C009,0.13,,
A002763,U0539,C003,0.74,4.5,
A002764,U0539,C007,0.48,,
A002765,U0539,C008,0.37,,
A002766,U0539,C006,0.55,5.0,
A002767,U0539,C014,0.31,,
A002768,U0539,C013,1.0,3.5,2024-11-20
A002769,U0539,C011,0.83,3.5,
A002770,U0540,C005,0.84,4.5,2024-11-20
A002771,U0540,C004,0.88,4.0,2024-09-18
A002772,U0540,C015,0.16,4.0,
A002773,U0540,C009,1.0,4.5,2024-10-31
A002774,U0540,C007,0.58,4.0,
A002775,U0540,C008,0.69,,2024-12-30
A002776,U0541,C012,0.93,4.5,2022-09-25
A002777,U0541,C001,0.99,4.5,2022-10-25
A002778,U0541,C014,0.75,,2023-05-15
A002779,U0541,C013,0.25,,
A002780,U0542,C010,0.24,4.0,
A002781,U0542,C006,1.0,3.5,2024-10-10
A002782,U0542,C002,0.89,3.0,2024-10-28
A002783,U0542,C013,0.83,4.5,
A002784,U0542,C007,0.95,3.0,2024-12-21
A002785,U0542,C012,0.53,3.5,
A002786,U0543,C004,0.88,3.0,2023-10-11
A002787,U0543,C015,0.43,3.0,
A002788,U0544,C011,1.0,,2024-04-07
A002789,U0544,C002,0.92,4.0,2024-08-12
A002790,U0544,C014,0.67,4.5,2024-06-22
A002791,U0544,C013,1.0,,2024-05-08
A002792,U0544,C007,0.91,,2024-07-25
A002793,U0544,C006,0.98,,2024-10-13
A002794,U0544,C005,0.74,,2024-07-31
A002795,U0544,C012,0.89,5.0,2024-08-06
A002796,U0544,C001,1.0,,2024-12-14
A002797,U0544,C004,1.0,,2024-12-08
A002798,U0544,C010,1.0,4.5,2024-12-07
A002799,U0544,C009,0.96,,2024-12-14
A002800,U0545,C012,0.62,3.5,
A002801,U0545,C003,1.0,4.5,2023-11-08
A002802,U0545,C008,0.87,,2023-09-19
A002803,U0545,C007,0.58,3.5,
A002804,U0545,C010,0.37,3.0,
A002805,U0545,C006,0.23,4.0,
A002806,U0545,C015,0.18,,
A002807,U0545,C005,0.48,4.0,
A002808,U0546,C014,0.01,,
A002809,U0546,C006,0.92,4.0,2024-09-03
A002810,U0546,C003,0.82,5.0,
A002811,U0547,C004,0.47,3.0,
A002812,U0548,C002,0.2,3.0,
A002813,U0548,C008,0.71,,2024-01-04
A002814,U0548,C014,0.74,4.5,2024-05-05
A002815,U0548,C004,0.94,4.0,2024-05-14
A002816,U0548,C010,0.71,3.5,
A002817,U0548,C005,0.81,4.0,2024-11-22
A002818,U0549,C005,0.7,,2024-06-23
A002819,U0549,C001,0.8,,
A002820,U0549,C014,0.26,4.0,
A002821,U0549,C011,1.0,4.5,2024-09-16
A002822,U0549,C008,0.73,3.5,2024-10-18
A002823,U0549,C010,0.32,,
A002824,U0550,C014,0.23,4.0,
A002825,U0550,C003,0.98,4.5,2024-04-30
A002826,U0551,C008,0.28,3.5,
A002827,U0551,C012,0.66,,
A002828,U0551,C013,0.75,3.5,
A002829,U0551,C003,0.5,4.0,
A002830,U0551,C007,0.33,,
A002831,U0551,C005,0.22,3.0,
A002832,U0551,C004,0.46,4.0,
A002833,U0551,C011,0.28,3.5,
A002834,U0552,C011,0.33,,
A002835,U0552,C009,1.0,4.5,2024-10-22
A002836,U0552,C003,0.45,4.0,
A002837,U0553,C008,0.77,3.5,2024-07-10
A002838,U0553,C003,0.95,4.0,2024-11-11
A002839,U0553,C012,0.94,4.0,2024-10-14
A002840,U0553,C015,0.64,,
A002841,U0554,C002,0.5,,
A002842,U0555,C002,0.76,3.5,2023-02-09
A002843,U0555,C015,0.89,,2024-12-31
A002844,U0556,C008,0.44,4.0,
A002845,U0556,C003,0.93,5.0,2024-07-20
A002846,U0556,C009,0.75,4.5,
A002847,U0556,C005,0.76,,2024-11-13
A002848,U0556,C012,0.94,5.0,2024-10-13
A002849,U0556,C011,0.96,4.5,2024-12-13
A002850,U0556,C002,0.81,,2024-11-16
A002851,U0556,C015,0.88,5.0,2024-12-20
A002852,U0556,C006,0.98,4.5,2024-12-28
A002853,U0557,C009,0.78,4.5,
A002854,U0557,C008,0.17,,
A002855,U0557,C007,0.36,3.5,
A002856,U0557,C011,0.49,3.5,
A002857,U0557,C005,0.55,3.5,
A002858,U0557,C004,0.33,4.0,
A002859,U0557,C015,1.0,3.5,2024-10-04
A002860,U0558,C014,0.06,3.5,
A002861,U0558,C007,0.27,3.5,
A002862,U0558,C002,0.81,,2024-07-13
A002863,U0558,C004,0.64,3.0,
A002864,U0558,C008,0.67,3.5,
A002865,U0558,C006,0.71,3.5,
A002866,U0558,C013,0.61,4.0,
A002867,U0558,C005,0.5,4.0,
A002868,U0559,C002,0.79,3.5,2023-09-26
A002869,U0559,C005,0.16,2.5,
A002870,U0560,C014,0.4,3.5,
A002871,U0560,C010,0.61,3.0,
A002872,U0560,C007,0.43,2.0,
A002873,U0560,C005,0.74,3.5,2024-01-28
A002874,U0560,C013,1.0,4.0,2024-02-01
A002875,U0560,C008,0.36,,
A002876,U0560,C009,0.81,4.5,
A002877,U0560,C001,0.53,3.5,
A002878,U0561,C013,0.96,5.0,
A002879,U0561,C002,0.77,4.5,2023-07-02
A002880,U0561,C014,0.75,4.0,2023-08-01
A002881,U0561,C009,0.38,4.5,
A002882,U0561,C007,1.0,4.0,2024-11-08
A002883,U0561,C003,0.96,5.0,2024-12-09
A002884,U0562,C001,0.91,2.5,2022-12-19
A002885,U0562,C013,1.0,5.0,2023-07-28
A002886,U0563,C012,1.0,4.5,2024-11-29
A002887,U0563,C014,0.08,4.0,
A002888,U0563,C006,1.0,3.5,2024-12-21
A002889,U0563,C011,1.0,4.0,2024-10-08
A002890,U0563,C007,0.99,,2024-10-27
A002891,U0563,C008,0.85,4.0,2024-10-25
A002892,U0564,C007,0.95,4.5,2022-06-19
A002893,U0564,C012,0.57,4.0,
A002894,U0564,C010,1.0,4.0,2024-04-23
A002895,U0564,C005,0.88,4.5,2024-05-24
A002896,U0565,C003,1.0,4.5,2024-04-21
A002897,U0565,C002,0.77,4.5,2024-05-14
A002898,U0565,C014,0.67,4.5,2024-06-10
A002899,U0565,C012,1.0,5.0,2024-09-09
A002900,U0565,C007,0.97,4.0,2024-09-29
A002901,U0565,C008,0.84,,2024-11-10
A002902,U0565,C015,0.85,4.0,2024-10-03
A002903,U0565,C011,1.0,4.5,2024-11-14
A002904,U0565,C013,1.0,,2024-11-16
A002905,U0565,C009,1.0,5.0,2024-12-26
A002906,U0566,C013,1.0,,2022-12-09
A002907,U0566,C012,1.0,4.0,2023-04-21
A002908,U0566,C015,0.83,3.5,2023-09-25
A002909,U0566,C001,0.66,4.0,
A002910,U0566,C007,0.97,3.5,2024-06-22
A002911,U0566,C014,0.0,,
A002912,U0567,C010,0.88,3.5,2024-09-05
A002913,U0567,C008,0.83,,2024-12-08
A002914,U0567,C001,1.0,,2024-11-01
A002915,U0567,C007,1.0,4.0,2024-12-25
A002916,U0568,C014,0.66,3.5,2023-11-22
A002917,U0568,C001,1.0,,2024-08-23
A002918,U0568,C007,0.98,,2024-11-06
A002919,U0568,C011,1.0,,2024-12-29
A002920,U0569,C004,0.88,,2024-12-31
A002921,U0570,C013,1.0,3.5,2024-11-17
A002922,U0570,C008,0.2,3.5,
A002923,U0570,C001,0.36,4.5,
A002924,U0571,C015,0.43,4.5,
A002925,U0571,C006,0.29,,
A002926,U0571,C012,0.22,3.5,
A002927,U0571,C013,0.48,4.0,
A002928,U0571,C011,0.54,4.0,
A002929,U0571,C010,1.0,,2024-12-02
A002930,U0572,C008,0.37,3.5,
A002931,U0572,C007,0.47,1.5,
A002932,U0572,C003,0.2,4.5,
A002933,U0572,C014,0.0,4.0,
A002934,U0572,C004,0.54,3.5,
A002935,U0573,C008,0.58,4.0,
A002936,U0573,C013,0.42,,
A002937,U0573,C007,0.18,4.0,
A002938,U0574,C003,1.0,4.0,2024-12-15
A002939,U0574,C012,1.0,5.0,2024-12-14
A002940,U0574,C009,0.5,4.0,
A002941,U0575,C015,0.08,4.5,
A002942,U0575,C010,0.9,4.5,2023-07-29
A002943,U0575,C005,0.9,,2024-05-22
A002944,U0576,C010,0.49,3.5,
A002945,U0576,C011,1.0,4.0,2024-12-20
A002946,U0577,C001,0.23,4.5,
A002947,U0577,C003,0.86,4.0,
A002948,U0577,C010,0.88,3.5,2022-10-11
A002949,U0577,C008,0.71,4.0,2023-03-13
A002950,U0577,C009,1.0,4.5,2024-01-04
A002951,U0577,C002,0.33,3.5,
A002952,U0577,C007,0.13,,
A002953,U0578,C005,0.23,,
A002954,U0578,C010,0.1,,
A002955,U0578,C015,0.94,4.5,2024-11-13
A002956,U0578,C008,0.04,4.0,
A002957,U0579,C014,0.83,3.5,2023-12-30
A002958,U0580,C005,0.77,5.0,2023-08-24
A002959,U0580,C001,0.17,,
A002960,U0580,C010,0.09,4.5,
A002961,U0580,C012,0.9,4.5,2024-05-16
A002962,U0580,C014,0.67,4.5,2024-11-09
A002963,U0581,C015,0.63,4.5,
A002964,U0581,C001,0.82,,
A002965,U0581,C006,0.96,,2024-07-03
A002966,U0581,C009,0.27,3.0,
A002967,U0582,C014,0.52,,
A002968,U0582,C004,0.91,,2024-09-14
A002969,U0582,C002,0.59,4.0,
A002970,U0582,C012,1.0,3.5,2024-12-29
A002971,U0582,C003,0.2,4.0,
A002972,U0582,C007,0.95,,2024-12-09
A002973,U0583,C014,0.71,4.0,2024-11-14
A002974,U0583,C010,1.0,4.5,2024-11-15
A002975,U0583,C001,1.0,4.5,2024-11-27
A002976,U0583,C003,0.94,4.0,2024-12-27
A002977,U0583,C002,0.75,,2024-12-10
A002978,U0583,C006,1.0,5.0,2024-12-05
A002979,U0583,C013,1.0,,2024-11-28
A002980,U0583,C011,1.0,4.5,2024-12-09
A002981,U0583,C012,1.0,5.0,2024-12-23
A002982,U0583,C008,0.84,,2024-12-10
A002983,U0584,C001,0.3,,
A002984,U0584,C011,1.0,4.0,2024-11-18
A002985,U0584,C014,0.66,,2024-12-01
A002986,U0584,C010,0.87,4.0,2024-10-31
A002987,U0585,C009,1.0,,2023-05-11
A002988,U0585,C004,0.29,3.5,
A002989,U0585,C006,0.7,,
A002990,U0585,C008,0.39,,
A002991,U0585,C002,0.39,3.5,
A002992,U0585,C005,0.69,3.0,
A002993,U0585,C015,0.27,,
A002994,U0585,C003,0.63,4.0,
A002995,U0585,C013,0.52,,
A002996,U0585,C010,0.26,,
A002997,U0586,C005,0.1,3.5,
A002998,U0586,C011,0.68,4.0,
A002999,U0586,C004,0.94,4.5,2024-12-20
A003000,U0587,C006,1.0,4.5,2023-07-16
A003001,U0587,C002,0.91,4.0,2023-11-25
A003002,U0587,C011,0.18,,
A003003,U0587,C015,0.39,,
A003004,U0587,C007,0.9,,2024-12-30
A003005,U0588,C006,0.53,4.0,
A003006,U0588,C011,0.98,,2023-03-23
A003007,U0588,C014,0.45,,
A003008,U0588,C007,0.49,,
A003009,U0589,C007,1.0,3.5,2024-07-15
A003010,U0589,C015,0.81,4.0,
A003011,U0589,C009,1.0,3.5,2024-04-02
A003012,U0589,C001,0.66,,
A003013,U0589,C003,0.89,4.0,2024-05-04
A003014,U0590,C003,0.66,,
A003015,U0590,C002,0.46,4.5,
A003016,U0591,C013,0.38,3.5,
A003017,U0591,C010,0.88,3.5,2024-09-07
A003018,U0592,C006,1.0,5.0,2024-03-12
A003019,U0592,C013,0.32,5.0,
A003020,U0592,C015,0.86,4.5,2024-10-13
A003021,U0592,C009,0.93,,2024-08-01
A003022,U0592,C007,0.92,4.0,2024-12-14
A003023,U0592,C002,0.89,,2024-12-28
A003024,U0593,C011,0.87,,
A003025,U0594,C007,0.96,4.5,2024-11-08
A003026,U0594,C004,1.0,5.0,2024-12-30
A003027,U0594,C006,1.0,,2024-12-26
A003028,U0594,C015,0.34,4.5,
A003029,U0594,C010,0.9,4.0,2024-12-31
A003030,U0594,C001,0.92,4.5,2024-12-25
A003031,U0594,C013,1.0,5.0,2024-12-24
A003032,U0594,C014,0.76,,2024-12-22
A003033,U0594,C008,0.79,,2024-12-23
A003034,U0595,C005,0.76,4.0,2023-03-11
A003035,U0595,C010,1.0,5.0,2023-06-10
A003036,U0595,C002,0.64,4.5,
A003037,U0595,C008,0.77,4.5,2023-08-27
A003038,U0595,C014,0.81,3.5,2023-09-12
A003039,U0595,C009,1.0,4.5,2024-02-09
A003040,U0595,C012,0.96,4.0,2023-10-07
A003041,U0595,C006,1.0,5.0,2024-05-03
A003042,U0595,C015,0.84,4.5,2024-04-24
A003043,U0595,C001,0.9,,2024-09-08
A003044,U0595,C004,0.86,,2024-11-11
A003045,U0595,C011,1.0,4.0,2024-12-31
A003046,U0596,C007,0.19,3.5,
A003047,U0596,C010,0.19,4.0,
A003048,U0596,C005,0.47,,
A003049,U0596,C003,0.6,3.0,
A003050,U0596,C013,0.63,4.0,
A003051,U0596,C012,1.0,4.5,2024-09-29
A003052,U0596,C015,0.19,3.0,
A003053,U0596,C002,0.08,4.0,
A003054,U0596,C006,0.26,3.5,
A003055,U0596,C014,0.44,3.5,
A003056,U0597,C009,0.28,2.5,
A003057,U0597,C012,0.38,3.5,
A003058,U0597,C014,0.62,4.0,
A003059,U0597,C013,0.88,2.0,
A003060,U0597,C008,0.71,3.5,2024-05-30
A003061,U0597,C010,0.14,5.0,
A003062,U0597,C001,1.0,3.5,2024-11-26
A003063,U0598,C011,0.62,,
A003064,U0598,C005,0.78,4.0,2023-07-01
A003065,U0598,C015,0.94,5.0,2023-08-08
A003066,U0598,C008,0.82,4.5,2023-11-06
A003067,U0598,C013,1.0,4.5,2024-03-26
A003068,U0598,C002,0.06,4.5,
A003069,U0598,C010,0.9,5.0,2023-12-12
A003070,U0598,C012,0.94,,2024-09-28
A003071,U0598,C006,1.0,5.0,2024-10-22
A003072,U0598,C007,1.0,5.0,2024-11-25
A003073,U0599,C005,0.09,3.5,
A003074,U0599,C003,0.96,3.0,2024-11-29
A003075,U0599,C014,0.72,,2024-12-17
A003076,U0600,C009,1.0,5.0,2023-11-27
A003077,U0600,C002,0.89,,2023-12-31
A003078,U0600,C008,0.72,4.5,2024-08-23
A003079,U0600,C004,0.89,4.5,2024-11-15
A003080,U0600,C013,1.0,5.0,2024-12-04
A003081,U0601,C005,0.79,4.5,2024-11-19
A003082,U0601,C009,1.0,,2024-12-15
A003083,U0601,C010,1.0,4.0,2024-11-23
A003084,U0601,C001,0.22,,
A003085,U0601,C014,0.76,4.0,2024-12-20
A003086,U0601,C008,0.78,,2024-11-27
A003087,U0601,C002,0.43,,
A003088,U0602,C013,1.0,4.5,2023-05-06
A003089,U0602,C008,0.74,4.0,2023-11-14
A003090,U0602,C012,0.29,4.5,
A003091,U0602,C010,0.97,3.5,2024-12-29
A003092,U0603,C006,0.98,,2024-06-23
A003093,U0603,C001,1.0,4.0,2024-07-27
A003094,U0603,C014,0.36,,
A003095,U0603,C003,0.94,4.5,2024-09-24
A003096,U0603,C012,0.93,4.5,2024-11-13
A003097,U0604,C009,1.0,,2023-01-24
A003098,U0604,C002,0.88,3.5,2023-05-21
A003099,U0604,C003,1.0,,2024-04-25
A003100,U0605,C002,0.92,,2023-02-13
A003101,U0605,C013,0.89,3.0,
A003102,U0605,C012,0.24,3.5,
A003103,U0605,C003,0.76,,
A003104,U0605,C007,0.68,3.5,
A003105,U0605,C006,0.57,5.0,
A003106,U0606,C012,0.83,4.5,
